,Unnamed: 0,root,base,class,split,class name,Circles,Avg Circles Area,Circle Centers STD,Contour Area,Contour Count,Contour Area Std
72,72,Original/Early/WBC-Malignant-Early-436.jpg,WBC-Malignant-Early-436.jpg,2,train,Early,32,1651.9635897745227,115.6765570761125,342.1666666666667,3,204.45428720267904
73,73,Original/Early/WBC-Malignant-Early-422.jpg,WBC-Malignant-Early-422.jpg,2,train,Early,26,1687.760752612322,122.0549389986387,608.0,3,232.45895695082748
74,74,Original/Early/WBC-Malignant-Early-344.jpg,WBC-Malignant-Early-344.jpg,2,train,Early,27,1667.9631437841017,117.87517367173402,434.0,4,87.15288291272985
75,75,Original/Early/WBC-Malignant-Early-813.jpg,WBC-Malignant-Early-813.jpg,2,train,Early,26,1467.1400542323497,119.64280758255876,,0,
76,76,Original/Early/WBC-Malignant-Early-807.jpg,WBC-Malignant-Early-807.jpg,2,train,Early,26,1628.7183262839117,125.08054558873718,,0,
77,77,Original/Early/WBC-Malignant-Early-191.jpg,WBC-Malignant-Early-191.jpg,2,train,Early,21,1536.2565181595871,117.29166628335824,442.1,5,211.60326084443975
78,78,Original/Early/WBC-Malignant-Early-185.jpg,WBC-Malignant-Early-185.jpg,2,train,Early,14,1613.4285439556334,120.618820275676,619.5,2,9.0
79,79,Original/Early/WBC-Malignant-Early-608.jpg,WBC-Malignant-Early-608.jpg,2,train,Early,26,1618.980121941417,115.14158042362432,,0,
80,80,Original/Early/WBC-Malignant-Early-634.jpg,WBC-Malignant-Early-634.jpg,2,train,Early,34,1622.98643445457,115.70220046271156,,0,
81,81,Original/Early/WBC-Malignant-Early-152.jpg,WBC-Malignant-Early-152.jpg,2,train,Early,31,1709.6085608979597,124.0822679775893,392.6666666666667,6,164.5634798152035
82,82,Original/Early/WBC-Malignant-Early-146.jpg,WBC-Malignant-Early-146.jpg,2,train,Early,23,1679.1387449868469,115.24948555946295,288.8333333333333,6,180.6958002340459
83,83,Original/Early/WBC-Malignant-Early-620.jpg,WBC-Malignant-Early-620.jpg,2,train,Early,36,1667.9631437841017,107.64468317459338,346.5,1,0.0
84,84,Original/Early/WBC-Malignant-Early-967.jpg,WBC-Malignant-Early-967.jpg,2,test,Early,26,1628.7183262839117,119.1326528681757,318.0,1,0.0
85,85,Original/Early/WBC-Malignant-Early-973.jpg,WBC-Malignant-Early-973.jpg,2,test,Early,20,1629.6937527188777,130.08568362175845,634.5,1,0.0
86,86,Original/Early/WBC-Malignant-Early-783.jpg,WBC-Malignant-Early-783.jpg,2,train,Early,33,1606.3347600123773,120.75550467089134,161.5,3,191.27336458587223
87,87,Original/Early/WBC-Malignant-Early-797.jpg,WBC-Malignant-Early-797.jpg,2,train,Early,23,1645.7238839616089,104.55297920064868,,0,
88,88,Original/Early/WBC-Malignant-Early-768.jpg,WBC-Malignant-Early-768.jpg,2,train,Early,14,1856.291309396725,111.94532296754122,,0,
89,89,Original/Early/WBC-Malignant-Early-740.jpg,WBC-Malignant-Early-740.jpg,2,train,Early,34,1652.902605580363,121.5067813272153,422.75,4,170.93584322780288
90,90,Original/Early/WBC-Malignant-Early-026.jpg,WBC-Malignant-Early-026.jpg,2,train,Early,25,1383.5764147293526,116.22193961442376,524.875,4,178.72268147887667
91,91,Original/Early/WBC-Malignant-Early-032.jpg,WBC-Malignant-Early-032.jpg,2,train,Early,24,1593.9582455057944,120.45582724640563,567.0,3,107.34756634409557
92,92,Original/Early/WBC-Malignant-Early-754.jpg,WBC-Malignant-Early-754.jpg,2,train,Early,35,1559.8003363680814,117.5848074779906,628.75,4,352.3763080855465
93,93,Original/Early/WBC-Malignant-Early-581.jpg,WBC-Malignant-Early-581.jpg,2,train,Early,26,1609.271117611943,109.83320528706034,665.0,3,888.8467246944211
94,94,Original/Early/WBC-Malignant-Early-595.jpg,WBC-Malignant-Early-595.jpg,2,train,Early,34,1585.975417950484,111.01048782320696,612.0,1,0.0
95,95,Original/Early/WBC-Malignant-Early-218.jpg,WBC-Malignant-Early-218.jpg,2,train,Early,28,1595.4517645107917,116.03311239591852,777.25,2,258.75
96,96,Original/Early/WBC-Malignant-Early-224.jpg,WBC-Malignant-Early-224.jpg,2,train,Early,29,1659.126268499892,117.83998270166424,905.25,2,37.25
97,97,Original/Early/WBC-Malignant-Early-542.jpg,WBC-Malignant-Early-542.jpg,2,train,Early,34,1690.6820168907614,116.29824898103064,262.5,1,0.0
98,98,Original/Early/WBC-Malignant-Early-556.jpg,WBC-Malignant-Early-556.jpg,2,train,Early,25,1498.0322430479057,120.2923171176338,,0,
99,99,Original/Early/WBC-Malignant-Early-230.jpg,WBC-Malignant-Early-230.jpg,2,train,Early,33,1598.7127790194331,120.2818857621715,436.5,1,0.0
100,100,Original/Early/WBC-Malignant-Early-557.jpg,WBC-Malignant-Early-557.jpg,2,train,Early,34,1542.1256876702123,114.12217363328148,106.25,2,77.75
101,101,Original/Early/WBC-Malignant-Early-231.jpg,WBC-Malignant-Early-231.jpg,2,train,Early,33,1629.3094589625716,120.04663373002153,,0,
102,102,Original/Early/WBC-Malignant-Early-225.jpg,WBC-Malignant-Early-225.jpg,2,train,Early,34,1637.910369137186,120.2803102662455,246.0,1,0.0
103,103,Original/Early/WBC-Malignant-Early-543.jpg,WBC-Malignant-Early-543.jpg,2,train,Early,25,1606.9453015348067,119.11927997164152,,0,
104,104,Original/Early/WBC-Malignant-Early-219.jpg,WBC-Malignant-Early-219.jpg,2,train,Early,23,1690.3516603839262,100.7129527277647,979.0,1,0.0
105,105,Original/Early/WBC-Malignant-Early-594.jpg,WBC-Malignant-Early-594.jpg,2,train,Early,18,1769.248435863182,114.00810746208288,67.5,1,0.0
106,106,Original/Early/WBC-Malignant-Early-580.jpg,WBC-Malignant-Early-580.jpg,2,train,Early,24,1678.672349948478,119.66018860416148,486.0,1,0.0
107,107,Original/Early/WBC-Malignant-Early-033.jpg,WBC-Malignant-Early-033.jpg,2,train,Early,20,1693.7228112709445,121.40254444937769,575.875,4,122.88733407068443
108,108,Original/Early/WBC-Malignant-Early-755.jpg,WBC-Malignant-Early-755.jpg,2,train,Early,20,1629.6937527188777,108.58395853779408,484.1666666666667,3,34.53098447610333
109,109,Original/Early/WBC-Malignant-Early-741.jpg,WBC-Malignant-Early-741.jpg,2,train,Early,27,1546.6983336050107,105.01584021574556,625.0,4,217.61979459598797
110,110,Original/Early/WBC-Malignant-Early-027.jpg,WBC-Malignant-Early-027.jpg,2,train,Early,15,1328.053968210584,128.7143899319512,563.75,2,47.25
111,111,Original/Early/WBC-Malignant-Early-769.jpg,WBC-Malignant-Early-769.jpg,2,train,Early,22,1714.9457234124277,114.55839252233606,359.5,2,78.0
112,112,Original/Early/WBC-Malignant-Early-796.jpg,WBC-Malignant-Early-796.jpg,2,train,Early,27,1555.8639333025926,110.30013756631035,,0,
113,113,Original/Early/WBC-Malignant-Early-782.jpg,WBC-Malignant-Early-782.jpg,2,train,Early,33,1810.8684901535933,122.55557921871916,142.5,4,135.0883969850853
114,114,Original/Early/WBC-Malignant-Early-972.jpg,WBC-Malignant-Early-972.jpg,2,test,Early,13,1609.271117611943,110.01569539010713,,0,
115,115,Original/Early/WBC-Malignant-Early-966.jpg,WBC-Malignant-Early-966.jpg,2,test,Early,25,1868.687210251696,112.7748801319372,322.0,1,0.0
116,116,Original/Early/WBC-Malignant-Early-147.jpg,WBC-Malignant-Early-147.jpg,2,train,Early,30,1525.7202119101792,114.36173522174325,359.75,6,146.16336465293438
117,117,Original/Early/WBC-Malignant-Early-621.jpg,WBC-Malignant-Early-621.jpg,2,train,Early,22,1644.716554905502,121.21662992960252,623.75,2,257.25
118,118,Original/Early/WBC-Malignant-Early-635.jpg,WBC-Malignant-Early-635.jpg,2,train,Early,18,1625.4690137238556,101.74382196026048,,0,
119,119,Original/Early/WBC-Malignant-Early-153.jpg,WBC-Malignant-Early-153.jpg,2,train,Early,26,1677.847348191701,131.7325336056466,429.75,4,42.134457395343304
120,120,Original/Early/WBC-Malignant-Early-609.jpg,WBC-Malignant-Early-609.jpg,2,train,Early,30,1591.8684938517024,120.57588664727106,406.0,1,0.0
121,121,Original/Early/WBC-Malignant-Early-184.jpg,WBC-Malignant-Early-184.jpg,2,train,Early,27,1574.2763640097007,122.4633595745547,436.875,4,32.06706838798957
122,122,Original/Early/WBC-Malignant-Early-190.jpg,WBC-Malignant-Early-190.jpg,2,train,Early,18,1725.4749126398317,123.32449805814603,656.375,4,260.2141846152896
123,123,Original/Early/WBC-Malignant-Early-806.jpg,WBC-Malignant-Early-806.jpg,2,train,Early,28,1586.5011411317428,111.1650690913068,,0,
124,124,Original/Early/WBC-Malignant-Early-812.jpg,WBC-Malignant-Early-812.jpg,2,train,Early,27,1754.5963379714417,117.9630160198836,48.0,1,0.0
125,125,Original/Early/WBC-Malignant-Early-423.jpg,WBC-Malignant-Early-423.jpg,2,train,Early,32,1588.7364365800445,124.34042719493108,487.0,1,0.0
126,126,Original/Early/WBC-Malignant-Early-345.jpg,WBC-Malignant-Early-345.jpg,2,train,Early,31,1618.6664724779318,123.5052348717014,46.75,2,1.25
127,127,Original/Early/WBC-Malignant-Early-351.jpg,WBC-Malignant-Early-351.jpg,2,train,Early,28,1808.2651094092807,114.90124067748636,,0,
128,128,Original/Early/WBC-Malignant-Early-437.jpg,WBC-Malignant-Early-437.jpg,2,train,Early,45,1561.376290131053,116.06352128611468,661.75,2,246.75
129,129,Original/Early/WBC-Malignant-Early-379.jpg,WBC-Malignant-Early-379.jpg,2,train,Early,26,1707.6751614926268,114.90032997700858,,0,
130,130,Original/Early/WBC-Malignant-Early-386.jpg,WBC-Malignant-Early-386.jpg,2,train,Early,23,1724.214291741161,118.77545792134588,,0,
131,131,Original/Early/WBC-Malignant-Early-392.jpg,WBC-Malignant-Early-392.jpg,2,train,Early,29,1606.5979102367817,115.6563707241936,456.8333333333333,3,25.120819165695124
132,132,Original/Early/WBC-Malignant-Early-396.jpg,WBC-Malignant-Early-396.jpg,2,train,Early,37,1688.8342210238047,127.90774143254498,47.5,1,0.0
133,133,Original/Early/WBC-Malignant-Early-382.jpg,WBC-Malignant-Early-382.jpg,2,train,Early,35,1617.0359850744803,120.58310925434466,,0,
134,134,Original/Early/WBC-Malignant-Early-433.jpg,WBC-Malignant-Early-433.jpg,2,train,Early,30,1566.898394716946,109.19109391239512,50.5,1,0.0
135,135,Original/Early/WBC-Malignant-Early-355.jpg,WBC-Malignant-Early-355.jpg,2,train,Early,18,1597.4442111034784,110.87993388094417,466.375,4,218.66680560844162
136,136,Original/Early/WBC-Malignant-Early-341.jpg,WBC-Malignant-Early-341.jpg,2,train,Early,22,1714.9457234124277,116.74359318749242,581.3333333333334,6,130.60042964026658
137,137,Original/Early/WBC-Malignant-Early-427.jpg,WBC-Malignant-Early-427.jpg,2,train,Early,31,1421.2230337568676,121.94716732497164,,0,
138,138,Original/Early/WBC-Malignant-Early-369.jpg,WBC-Malignant-Early-369.jpg,2,train,Early,36,1508.046613831574,120.81825479729692,481.7,5,340.39471206233503
139,139,Original/Early/WBC-Malignant-Early-194.jpg,WBC-Malignant-Early-194.jpg,2,train,Early,22,1714.9457234124277,110.97250701306916,438.5,1,0.0
140,140,Original/Early/WBC-Malignant-Early-180.jpg,WBC-Malignant-Early-180.jpg,2,train,Early,26,1561.164096159887,126.56308732355072,614.6666666666666,3,341.0826716338561
141,141,Original/Early/WBC-Malignant-Early-816.jpg,WBC-Malignant-Early-816.jpg,2,train,Early,29,1563.4697340489056,120.38891732145343,262.3333333333333,3,168.91533053245607
142,142,Original/Early/WBC-Malignant-Early-802.jpg,WBC-Malignant-Early-802.jpg,2,train,Early,35,1566.898394716946,115.22417937724006,,0,
143,143,Original/Early/WBC-Malignant-Early-157.jpg,WBC-Malignant-Early-157.jpg,2,train,Early,30,1772.1861662596054,110.9113242221251,443.125,4,80.5383255040729
144,144,Original/Early/WBC-Malignant-Early-631.jpg,WBC-Malignant-Early-631.jpg,2,train,Early,30,1608.6248888793298,118.4461456516264,492.875,4,151.54552740018426
145,145,Original/Early/WBC-Malignant-Early-625.jpg,WBC-Malignant-Early-625.jpg,2,train,Early,24,1776.5973311155362,104.6406881417206,528.5,1,0.0
146,146,Original/Early/WBC-Malignant-Early-143.jpg,WBC-Malignant-Early-143.jpg,2,train,Early,25,1606.9453015348067,121.20194182361575,490.1666666666667,3,176.78722301745177
147,147,Original/Early/WBC-Malignant-Early-619.jpg,WBC-Malignant-Early-619.jpg,2,train,Early,27,1528.448365521789,112.58775163476352,380.75,2,97.75
148,148,Original/Early/WBC-Malignant-Early-786.jpg,WBC-Malignant-Early-786.jpg,2,train,Early,32,1692.107049081688,117.40456356418008,,0,
149,149,Original/Early/WBC-Malignant-Early-792.jpg,WBC-Malignant-Early-792.jpg,2,train,Early,32,1596.5723627305188,114.69508905953457,,0,
150,150,Original/Early/WBC-Malignant-Early-962.jpg,WBC-Malignant-Early-962.jpg,2,test,Early,4,2295.299873528344,91.71911129678284,,0,
151,151,Original/Early/WBC-Malignant-Early-976.jpg,WBC-Malignant-Early-976.jpg,2,test,Early,18,1639.5728002599806,113.36207436007204,804.0,3,341.8759521619891
152,152,Original/Early/WBC-Malignant-Early-023.jpg,WBC-Malignant-Early-023.jpg,2,train,Early,21,1655.76601362856,123.37086296613828,,0,
153,153,Original/Early/WBC-Malignant-Early-745.jpg,WBC-Malignant-Early-745.jpg,2,train,Early,27,1630.163506626568,119.7552425480845,533.0,1,0.0
154,154,Original/Early/WBC-Malignant-Early-751.jpg,WBC-Malignant-Early-751.jpg,2,train,Early,22,1610.1525477570594,108.25688698280592,365.6666666666667,3,227.21587874872557
155,155,Original/Early/WBC-Malignant-Early-037.jpg,WBC-Malignant-Early-037.jpg,2,train,Early,20,1680.8183035165207,118.74796786657568,263.0,2,236.0
156,156,Original/Early/WBC-Malignant-Early-779.jpg,WBC-Malignant-Early-779.jpg,2,train,Early,16,1684.0398040780638,107.83903014583971,950.0,2,452.0
157,157,Original/Early/WBC-Malignant-Early-584.jpg,WBC-Malignant-Early-584.jpg,2,train,Early,20,1772.1861662596054,113.12508408128998,421.1666666666667,3,126.06766260844039
158,158,Original/Early/WBC-Malignant-Early-590.jpg,WBC-Malignant-Early-590.jpg,2,train,Early,28,1723.404135853486,125.0475482045196,552.0,1,0.0
159,159,Original/Early/WBC-Malignant-Early-547.jpg,WBC-Malignant-Early-547.jpg,2,train,Early,29,1462.3561650598615,113.5764237156502,68.0,1,0.0
160,160,Original/Early/WBC-Malignant-Early-221.jpg,WBC-Malignant-Early-221.jpg,2,train,Early,32,1596.5723627305188,119.24620316958922,494.5,2,11.0
161,161,Original/Early/WBC-Malignant-Early-235.jpg,WBC-Malignant-Early-235.jpg,2,train,Early,28,1649.684233592288,112.19038255366485,,0,
162,162,Original/Early/WBC-Malignant-Early-553.jpg,WBC-Malignant-Early-553.jpg,2,train,Early,30,1763.3802858884112,109.61790263456128,,0,
163,163,Original/Early/WBC-Malignant-Early-209.jpg,WBC-Malignant-Early-209.jpg,2,train,Early,24,1583.5231950192256,111.56769493968476,389.1666666666667,3,88.52996981562546
164,164,Original/Early/WBC-Malignant-Early-208.jpg,WBC-Malignant-Early-208.jpg,2,train,Early,20,1505.3367372651514,117.13249005363184,465.0,3,222.43987951803965
165,165,Original/Early/WBC-Malignant-Early-234.jpg,WBC-Malignant-Early-234.jpg,2,train,Early,21,1767.151549012283,105.10558638357224,514.1666666666666,3,357.73182071987327
166,166,Original/Early/WBC-Malignant-Early-552.jpg,WBC-Malignant-Early-552.jpg,2,train,Early,27,1546.6983336050107,114.75905114372348,354.0,1,0.0
167,167,Original/Early/WBC-Malignant-Early-546.jpg,WBC-Malignant-Early-546.jpg,2,train,Early,37,1518.8737215674996,120.60246912821869,258.5,1,0.0
168,168,Original/Early/WBC-Malignant-Early-220.jpg,WBC-Malignant-Early-220.jpg,2,train,Early,38,1841.0571406383865,127.42887904573048,40.5,2,1.0
